15435406446663	0.0	-0.0	0.0
15435415792000	-0.3826307	-0.33589953	-0.051923547
15435426271000	0.055970527	-0.007254025	0.048258353
15435435923000	0.51656294	-0.22594379	0.09712757
15435445659000	0.9050732	-0.06834055	0.1020145
15435456086000	1.2129493	0.14790575	0.1142318
15435465682000	1.4145348	0.24686591	0.11056661
15435475902000	1.5171602	0.20288362	0.0983493
15435485769000	1.245936	-0.5949064	-0.26939157
15435495887000	0.3552945	-1.7140115	-1.323745
15435505811000	-0.3655265	-0.9760863	-1.9651535
15435515867000	-0.6159812	0.028176159	-2.0506747
15435525861000	-0.5426774	0.10392345	-1.9456058
15435535917000	-0.2738967	-0.43730316	-1.5509869
15435546023000	-0.23724478	-0.4996114	-1.278541
15435555918000	-0.29955304	-0.34200817	-1.010982
15435566053000	-0.2934444	-0.057344973	-0.72509706
15435576063000	-0.25557074	0.12835807	-0.5015204
15435586124000	-0.2457969	0.23464862	-0.37812558
15435596136000	-0.25434902	0.28351784	-0.2938262
15435606283000	-0.26656634	0.33360878	-0.19608775
15435616129000	-0.23235787	0.3262784	-0.08979719
15435626179000	-0.14194982	0.25297457	0.029932396
15435636180000	-0.003894266	0.124692865	0.1337795
15435646237000	0.17325665	-0.037797287	0.20463985
15435656268000	0.36018142	-0.20028745	0.22907446
15435666293000	0.5996406	-0.4030947	0.12644911
15435676322000	0.6155231	-0.3994295	-0.005497787
15435686364000	0.5642104	-0.3554472	-0.15088372
15435696583000	0.45669812	-0.2674826	-0.25350907
15435706496000	0.34185547	-0.18073976	-0.32803464
15435716468000	0.23678663	-0.1306488	-0.3744604
15435726481000	0.1793653	-0.10132727	-0.38056904
15435737467000	0.19646953	-0.075670935	-0.34880406
15435746518000	0.26122126	-0.10010554	-0.29260445
15435756619000	0.3271947	-0.14164437	-0.26083946
15435766578000	0.36873353	-0.18440494	-0.24862215
15435776641000	0.3748422	-0.19417879	-0.23518312
15435786631000	0.33819026	-0.18073976	-0.22174409
15435796730000	0.20746511	-0.12576188	-0.20708331
15435806675000	0.14882204	-0.090331696	-0.20219639
15435816805000	0.10483975	-0.065897085	-0.20097467
15435826759000	0.07307476	-0.041462477	-0.19730948
15435836762000	0.042531494	-0.034132097	-0.19486602
15435846807000	0.030314188	-0.058566704	0.004276057
15435856975000	0.021762075	-0.10987939	-0.17287487
15435866883000	0.013209961	-0.18562667	-0.13622294
15435876901000	-0.04054618	-0.37010798	-0.09468412
15435886985000	-0.09796751	-0.4715116	-0.12889257
15435897013000	-0.07841983	-0.4311945	-0.13622294
15435907002000	-0.01366811	-0.3749949	-0.08246681
15435917210000	0.0388663	-0.38110355	-0.0421497
15435927082000	0.04375322	-0.39576432	-0.025045475
15435937094000	0.046196684	-0.3627776	-0.032375857
15435947127000	0.0828486	-0.3554472	-0.045814894
15435957167000	0.16592628	-0.38599047	-0.07269296
15435967185000	0.31009048	-0.41409028	-0.100792766
15435977218000	0.5092325	-0.45196393	-0.12644911
15435987250000	0.7376962	-0.5228243	-0.15821409
15435997315000	0.95882934	-0.60223675	-0.19486602
15436007287000	1.1481975	-0.6914231	-0.20219639
15436017331000	1.2899183	-0.8001571	-0.18020524
15436027349000	1.3998741	-0.9724211	-0.1459968
15436037379000	1.5061647	-1.2204324	-0.115453534
15436047395000	1.6552157	-1.5221999	-0.092240654
15436057431000	2.1463513	-2.092748	-0.115453534
15436067442000	2.4591143	-2.3383157	-0.1337795
15436077483000	2.7987554	-2.522797	-0.12034045
15436087499000	3.1261792	-2.641305	-0.08979719
15436097533000	3.3864079	-2.7023914	-0.051923547
15436107547000	3.5611153	-2.7256043	-0.032375857
15436117581000	3.6380844	-2.721939	-0.017715093
15436127661000	3.6283104	-2.6694047	0.016493361
15436137804000	3.544011	-2.600988	0.08246681
15436147738000	3.3864079	-2.519132	0.20463985
15436157795000	3.1884875	-2.4287238	0.35002577
15436167826000	2.977128	-2.269899	0.5174029
15436177874000	2.78776	-2.0438788	0.67011917
15436187903000	2.4676666	-1.6773596	1.0720685
15436197944000	2.3076198	-1.5588517	1.3408492
15436207967000	2.1280255	-1.4598916	1.5839735
15436218025000	1.9472094	-1.3951398	1.8283197
15436228022000	1.7834975	-1.3755922	2.0702224
15436238077000	1.6332246	-1.3829225	2.2999077
15436248096000	1.48173	-1.4330136	2.5002716
15436258151000	1.3192399	-1.5625169	2.6774223
15436268165000	1.1445324	-1.6785814	2.842356
15436278233000	0.9527207	-1.788537	2.9767463
15436288259000	0.74624825	-1.970575	3.0256155
15436298309000	0.575206	-2.070757	2.9816332
15436308328000	0.44570255	-2.1074088	2.946203
15436318381000	0.1549307	-2.1501694	3.001181
15436328387000	0.03397938	-2.1990385	3.0476067
15436338431000	-0.045433104	-2.196595	3.1490104
15436348509000	-0.1333977	-2.046322	3.2834008
15436358537000	-0.2616794	-1.8422933	3.3261611
15436368531000	-0.41928264	-1.5454127	3.2479706
15436378626000	-0.5903249	-1.149572	3.100141
15436388602000	-0.7919104	-0.8258135	2.9584203
15436398638000	-1.0313696	-0.6132324	2.8252518
15436408659000	-1.2634984	-0.5093852	2.7189612
15436418713000	-1.4711926	-0.49594623	2.610227
15436428732000	-1.6226872	-0.5289329	2.4538457
15436438856000	-1.6630043	-0.6120106	2.225382
15436448861000	-1.4296538	-0.728075	1.8564194
15436458861000	-1.2622766	-0.7231881	1.8161024
