229913721000	0.9768343	3.8115692	9.165004	99.47955
230253687000	0.9768343	3.8115692	9.165004	99.47955
230253687000	0.9768343	3.8115692	9.165004	99.47955
230273700000	1.541866	3.8019924	8.197746	84.03554
230293723000	1.6089035	3.6487634	8.676587	91.18521
230313874000	1.6376339	3.5913026	8.6574335	90.53046
230333761000	1.4748282	3.6008794	8.1881695	82.18757
230354226000	1.436521	3.5817258	8.0924015	80.37932
230373831000	1.436521	3.5338416	8.236053	82.3842
230393736000	1.532289	3.4763808	8.580819	88.06359
230413726000	1.4269443	3.4093432	8.523358	86.30743
230433829000	1.2449849	3.3901896	8.542512	86.01788
230453723000	1.3503298	3.3614593	8.762778	89.90909
230476073000	1.3790601	3.3423057	8.858546	91.54665
230493742000	1.283292	3.3614593	8.791509	90.23687
230513994000	1.1683705	3.3327289	8.858546	90.94601
230534457000	1.0534488	3.2944214	8.90643	91.28747
230554597000	0.9864111	3.3039982	9.040505	93.62015
230574230000	0.842759	3.3135753	9.011775	92.902115
230599614000	0.62249243	3.2944214	8.963891	91.59205
230638181000	0.5363012	3.3518825	8.983045	92.21783
230657044000	0.51714754	3.2561142	9.002198	91.909294
230677796000	0.6703765	3.265691	9.021352	92.49893
230697093000	0.8331822	3.3327289	8.90643	91.12578
230717084000	0.81402856	3.3518825	8.734048	88.18135
230737087000	0.7661445	3.3518825	8.820239	89.618706
230757082000	0.81402856	3.3327289	8.810662	89.39749
230777085000	0.92895025	3.3901896	8.66701	87.473404
230797127000	0.9864111	3.3614593	8.66701	87.38948
230817051000	0.842759	3.323152	8.801085	89.21269
230837063000	0.7182605	3.2273839	9.11712	94.05377
230857075000	0.62249243	3.2082303	8.983045	91.37533
230878063000	0.80445176	3.217807	8.820239	88.79804
230897087000	1.0055647	3.2273839	8.599973	85.3867
230917073000	1.3120226	3.3806129	8.169016	79.88277
230937085000	1.532289	3.3614593	7.833828	75.01618
230957064000	1.8674773	3.2944214	7.785944	74.96161
230977146000	2.5091233	3.2082303	8.647857	91.37386
230997105000	2.5761611	2.9400797	8.580819	88.91113
231017058000	2.8060043	2.6240451	7.431602	69.98798
231037058000	3.5529952	2.5091233	6.5505357	61.828995
231057104000	4.0222588	1.9728222	5.793968	53.640663
231077198000	4.76925	0.82360536	4.4244847	43.000137
231097081000	4.1276035	0.90021986	4.31914	36.50248
231117064000	4.3861775	1.2162545	4.3287168	39.45562
